participant,condition,block,trial,red,green,blue,response,rt,duration,gender,age,ease,handed,glasses,colorblind,language,language_what,hypothesis,difficulty_over_time,did_freq_change,freq1,freq2,freq3
106,1,20,968,87,0,168,1,0.0099953,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,969,96,0,159,1,0.16094,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,970,62,0,193,2,0.00017602,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,971,63,0,192,2,0.00014181,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,972,80,0,175,1,0.11967,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,973,88,0,167,1,0.081819,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,974,64,0,191,2,0.00018566,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,975,81,0,174,1,0.00018411,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,976,16,0,239,2,0.00018442,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,977,93,0,162,1,0.44311,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,978,89,0,166,1,0.00014586,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,979,66,0,189,2,9.36E-05,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,980,61,0,194,2,0.00018908,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,981,52,0,203,2,0.00018504,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,982,100,0,155,1,0.020205,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,983,68,0,187,2,0.050389,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,984,79,0,176,1,9.49E-05,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,985,91,0,164,1,0.00017882,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,986,2,0,253,2,0.069363,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,987,53,0,202,2,0.0257,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,988,90,0,165,1,8.49E-05,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,989,95,0,160,1,0.00017478,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,990,94,0,161,1,0.029946,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,991,98,0,157,1,0.45231,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,992,97,0,158,1,0.46441,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,993,99,0,156,1,0.028523,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,994,73,0,182,2,0.00018193,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,995,77,0,178,2,0.00018131,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,996,92,0,163,1,0.00014554,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,997,55,0,200,2,8.68E-05,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,998,75,0,180,2,0.015078,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,999,70,0,185,2,0.00019406,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1000,84,0,171,1,0.00015363,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1001,72,0,183,2,0.084161,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1002,85,0,170,1,0.00017913,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1003,50,0,205,2,0.00018255,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1004,74,0,181,2,0.00018473,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1005,86,0,169,1,0.020694,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1006,65,0,190,2,0.00018566,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1007,51,0,204,2,8.58E-05,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1008,78,0,177,2,0.0011815,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1009,57,0,198,2,0.00017851,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
106,1,20,1010,82,0,173,1,0.00013715,2266,male,21,5,right,0,0,0,,Seeing how the blue/purple cutoff changes,harder,stable,76,72,76
107,1,0,1,10,0,245,2,0.35227,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,0,2,4,0,251,2,0.36863,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,0,3,78,0,177,1,0.76818,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,0,4,87,0,168,1,9.89E-05,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,0,5,12,0,243,2,0.00020059,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,0,6,95,0,160,1,0.0001981,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,0,7,17,0,238,2,0.00019592,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,0,8,67,0,188,1,2.2511,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,0,9,96,0,159,1,0.26857,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,0,10,19,0,236,2,0.056541,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,11,6,0,249,2,0.40815,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,12,99,0,156,1,0.28636,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,13,92,0,163,1,0.0095686,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,14,71,0,184,1,0.25659,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,15,53,0,202,2,0.00019717,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,16,95,0,160,1,0.10815,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,17,4,0,251,2,0.00019157,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,18,29,0,226,2,0.00018971,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,19,3,0,252,2,0.3649,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,20,70,0,185,1,0.64535,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,21,40,0,215,2,0.081863,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,22,31,0,224,2,0.0061626,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,23,30,0,225,2,0.00015052,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,24,10,0,245,2,1.3802,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,25,100,0,155,1,0.32986,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,26,60,0,195,1,0.45159,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,27,47,0,208,2,0.15978,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,28,67,0,188,2,0.4165,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,29,56,0,199,2,0.0060276,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,30,96,0,159,1,0.00019375,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,31,15,0,240,2,0.012105,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,32,84,0,171,1,0.16311,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,33,14,0,241,2,0.0002037,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,34,34,0,221,2,1.9068,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,35,93,0,162,1,0.19427,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,36,8,0,247,2,9.67E-05,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,37,18,0,237,2,0.10463,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,38,97,0,158,1,0.027481,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,39,88,0,167,1,0.057929,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,40,49,0,206,2,0.23858,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,41,16,0,239,2,0.00018193,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,42,54,0,201,2,0.00010263,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,43,33,0,222,2,1.1939,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,44,86,0,169,1,0.079571,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,45,11,0,244,2,8.71E-05,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,46,68,0,187,1,0.49072,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,47,72,0,183,1,0.021414,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,48,2,0,253,2,0.000116,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,49,1,0,254,2,0.00020557,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,50,38,0,217,2,0.00019841,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,51,41,0,214,2,0.00015114,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,52,62,0,193,1,0.17604,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,53,77,0,178,1,0.11988,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,54,63,0,192,1,0.18607,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,55,78,0,177,1,9.42E-05,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,56,21,0,234,1,1.2323,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,57,59,0,196,1,0.16439,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,58,27,0,228,2,0.00021303,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,59,39,0,216,2,0.87613,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,1,60,81,0,174,1,0.070825,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,61,33,0,222,2,0.1992,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,62,72,0,183,1,0.12583,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,63,16,0,239,2,0.079958,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,64,84,0,171,1,0.00020463,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,65,26,0,229,2,0.00019592,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,66,99,0,156,1,0.018054,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,67,28,0,227,2,0.82443,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,68,7,0,248,2,0.00019872,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,69,24,0,231,2,0.64434,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,70,44,0,211,2,0.00019406,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,71,13,0,242,2,0.18388,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,72,4,0,251,2,0.15917,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,73,58,0,197,2,0.19994,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,74,96,0,159,1,0.00018162,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,75,9,0,246,2,0.00020121,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,76,8,0,247,2,0.60461,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,77,57,0,198,2,0.84238,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,78,41,0,214,2,0.37463,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,79,80,0,175,1,0.070225,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,80,90,0,165,1,0.010643,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,81,1,0,254,2,0.02533,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,82,97,0,158,1,0.05584,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,83,45,0,210,2,0.00020028,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,84,75,0,180,1,0.067713,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,85,68,0,187,1,0.11995,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,86,93,0,162,1,0.05804,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,87,70,0,185,1,0.063005,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,88,85,0,170,1,0.051883,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,89,60,0,195,1,0.44873,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,90,47,0,208,2,0.053735,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,91,94,0,161,1,0.00020681,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,92,63,0,192,2,0.00019872,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,93,69,0,186,1,0.1367,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,94,59,0,196,2,0.11413,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,95,30,0,225,2,0.00020432,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,96,14,0,241,2,0.00019655,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,97,19,0,236,2,0.00019935,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,98,73,0,182,1,0.026065,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,99,82,0,173,1,0.00019344,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,100,11,0,244,2,0.079343,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,101,37,0,218,2,0.00019903,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,102,15,0,240,2,0.00019592,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,103,42,0,213,2,0.00019157,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,104,46,0,209,2,0.5926,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,105,95,0,160,1,0.00019624,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,106,48,0,207,2,0.00018753,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,107,53,0,202,2,0.00017975,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,108,49,0,206,2,0.0001981,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,109,71,0,184,1,0.1153,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,2,110,78,0,177,1,0.021351,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,111,85,0,170,1,0.33768,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,112,6,0,249,2,0.00020308,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,113,9,0,246,2,0.025803,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,114,91,0,164,1,0.072102,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,115,37,0,218,2,0.00444,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,116,79,0,176,1,0.00019841,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,117,97,0,158,1,0.13846,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,118,4,0,251,2,0.00019126,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,119,66,0,189,2,0.43486,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,120,10,0,245,2,0.85565,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,121,87,0,168,1,0.00020121,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,122,52,0,203,2,0.00019966,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,123,23,0,232,2,0.00019281,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,124,58,0,197,2,9.86E-05,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,125,99,0,156,1,0.00021272,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,126,48,0,207,2,0.00019593,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
107,1,3,127,33,0,222,2,0.00020619,1957,female,24,5,right,0,0,1,Mandarin,To test one's response rate and its relationship to the accuracy of identifying patterns,harder,unsure,50,NA,NA
